negword,score
灰頭土臉兒,3
劍戟森森,5
江郎才盡,5
降本流末,5
交臂相失,5
驕侈暴佚,9
椒焚桂折,5
焦脣敝舌,5
狡焉思逞,5
揭篋擔囊,5
詰屈謷牙,5
桀驁難馴,5
截鶴續鳧,5
進道若踡,5
荊棘銅駝,5
鯨吞蛇噬,5
靜言庸違,5
酒肉兄弟,5
酒囊飯包,7
鞠爲茂草,3
志滿氣驕,7
擲鼠忌器,7
智昏菽麥,7
鷙擊狼噬,7
晝陰夜陽,5
珠投璧抵,5
逐末捨本,7
主文譎諫,5
煮鶴燒琴,7
杼柚空虛,5
追歡取樂,5
捉影捕風,5
恣心縱慾,7
鑽天覓縫,7
鑽冰求火,5
醉舞狂歌,7
左道旁門,5
作歹爲非,5
作賊心虛,5
坐而論道,5
阿附,7
賣乖,5
小恩小惠,3
着三不着兩,5
害人,7
魚肉百姓,9
招搖過市,7
項莊舞劍，意在沛公,5
背倍棄義,7
虛驕恃氣,7
神氣活現,7
橫行不法,7
欺人,5
熏天赫地,9
規求元度,7
聲色貸利,7
細大不捐,5
小己得失,1
豪奪,7
如丘而止,5
唯唯連聲,5
豕突狼奔,7
鼠腥蝸腸,7
淺斟低唱,5
伺瑕導蠙,5
隨近逐便,1
損人肥己,9
所費不貲,7
太平無象,7
貪汙狼藉,7
貪贓壞法,7
談優務劣,5
嘆老嗟卑,7
忑忑忐忐,5
體無完皮,7
摘瓜抱蔓,7
天之戮民,9
天地誅滅,9
天荊地棘,7
添醋加油,7
挑麼挑六,7
同美相妒,5
同惡相恤,7
偷媚取容,7
頭破血流,7
頭痛治頭，足痛治足,7
東獵西漁,5
斗方名士,3
獨立王國,5
黷武窮兵,7
訛以傳訛,5
惡紫奪朱,5
二缶鍾惑,5
飯來開口,5
方頭不律,5
放辟淫侈,7
吠影吠聲,5
豐牆墝下,5
低估,3
抵排,5
地方主義,7
摳字眼兒,5
潰敗,9
拉交情,5
重婚,7
主謀,7
撞騙,7
強脣劣嘴,7
敲榨勒索,9
巧立名色,7
青蠅點璧,5
曲學詖行,5
榷酒徵茶,5
人百其身,9
人情恟恟,5
強取,7
嘍羅,5
逃命,5
天安門事件,5
貼金,7
據義履方,5
鋸牙鉤爪,9
決一雌雄,1
抉目懸門,7
倔頭強腦,3
口中雌黃,5
枯枿朽株,7
誇大其辭,5
誑時惑衆,7
困獸猶鬥,5
濫官污吏,7
狼奔鼠竄,5
狼嗥狗叫,7
狼顧鴟張,9
勞民費財,7
冷血動物,7
楞頭楞腦,5
離鸞別鳳,5
李廣難封,7
歷歷落落,3
連天烽火,5
連篇累帙,3
兩意三心,7
引咎自責,7
規行矩步,5
裙帶關係,7
搶親,7
敲竹槓,5
愀然,7
驅迫,5
取悅,3
舞爪張牙,7
嘻皮笑臉,7
夏蟲疑冰,5
先意承指,7
閒言淡語,5
鄉利倍義,5
像煞有介事,5
鴞鳥生翼,9
脅肩低首,5
心狠手毒,7
心勞意攘,7
心煩慮亂,7
心頭撞鹿,7
心驚膽裂,9
孔方兄,5
誇嘴,3
喟然,3
拉饑荒,3
飄瓦虛舟,5
騎上揚州鶴,5
騎鶴揚州,5
杞天之慮,5
掐尖落鈔,5
千夫諾諾，不如一士諤諤,5
圓謊,7
栽髒,7
早退,5
強而後可,5
物以類聚　,5
不食之地,5
前不巴村，後不巴店,5
臥榻之側，豈容他人鼾睡,7
明日黃花,5
愛博而情不專,5
安故重遷,5
傲慢少禮,5
敗事有餘，成事不足,9
搬脣弄舌,5
半間不界,5
棒打鴛鴦,5
飽暖生淫慾,5
抱甕出灌,5
暴取豪奪,9
背公營私,7
背本就末,7
悖言亂辭,7
鼻孔朝天,7
志驕意滿,7
雉伏鼠竄,7
周規折矩,5
肘脅之患,5
誅求不已,9
逐流忘返,5
助人下石,5
祝鮀之佞,7
妝聾做啞,5
追魂奪魄,7
追歡賣笑,7
拙口笨腮,3
捉風捕月,5
捉襟肘見,7
濁質凡姿,5
恣情縱欲,7
足不窺戶,5
足高氣揚,5
左枝右梧,5
作輟無常,5
坐失良機,5
坐收漁利,5
坐視成敗,5
鑿空投隙,5
投章摘句,5
巧言如簧,5
心術不正,5
裝神弄鬼,5
欲加之罪，何患無辭,7
削木爲吏,9
蛇蠍爲心,9
血債累累,9
雨後送傘,9
食而不知其味,5
佯爲不知,5
冒名項替,7
孤行已見,5
不因人熱,5
氣焰熏天,9
衣錦還鄉,7
人心不足蛇吞象,9
各人自掃門前雪，莫管他人瓦上霜,5
三日打魚，兩日曬網,7
前怕狼，後怕虎,5
儉不中禮,5
見神見鬼,5
諫屍謗屠,5
將無作有,5
驕佚奢淫,7
焦脣乾舌,5
撟抂過正,5
詰屈磝碻,5
桀驁不遜,5
借面弔喪,5
金枷玉鎖,5
驚皇失措,7
井底蝦蟆,7
靖言庸違,5
鏡裏觀花,5
九仞一簣,7
酒綠燈紅,5
拘文牽義,5
賣俏,5
無火之炊,7
懷着鬼胎,7
人心惶惶,7
懸心吊膽,7
報廢,7
暴動,7
背黑鍋,7
本位主義,5
貶黜,7
誤場,5
戲子,5
閒話,1
現成飯,5
傻笑,1
炮艦外交,5
運斧般門,5
贓貨狼藉,5
賊頭狗腦,7
沾花惹草,5
鸇視狼顧,5
張眼露睛,7
招是攬非,5
朝樑暮周,5
執迷不返,5
指東話西,5
尾巴主義,5
猥詞,7
溫吞,5
窩工,5
誣罔,7
無效,5
投鼠之忌,7
土雞瓦狗,7
摶香弄粉,7
推東主西,7
頹垣廢址,5
託之空言,5
跅弢不羈,7
瓦影龜魚,5
外巧內嫉,7
外寬內深,7
剜肉補瘡,7
玩時貪日,7
頑皮賴骨,7
枉直同貫,7
忘恩背義,7
望風希旨,7
望塵不及,7
望塵靡及,7
爲好成歉,7
爲虎添翼,7
違天悖理,9
違條犯法,5
唯利是視,7
幃箔不修,7
惟利是視,7
尾大難掉,7
位卑言高,5
文武差事,7
文通殘錦,3
文奸濟惡,7
問道於盲,7
無天無日,9
無功而祿,7
無可奈何花落去,7
無任之祿,7
無事生事,7
無動於衷,7
推謝,5
食不充口,5
食生不化,5
使心用腹,5
使酒罵坐,5
飾非文過,5
視若兒戲,5
是非顛倒,5
授柄於人,5
鼠穴尋羊,5
鼠盜狗竊,5
鼠齧蠹蝕,5
束手束足,5
束手就禽,5
束教管聞,5
爽然若失,5
水底撈針,5
順風使舵,5
說是道非,5
死乞白賴,5
死眉瞪眼,5
死聲活氣,5
嘵嘵,5
小覷,3
失密,5
吭哧,5
僬僥,5
階級異己分子,7
劫掠,7
結核桿菌,5
金本位制,7
鬧玄虛,5
孽障,9
誘姦,7
愚民政策,5
抄襲,5
超員,5
塵肺,5
懲罰,5
吃大鍋飯,5
吃虧,5
赤白痢,5
不入時宜,5
不可告人,5
不知所厝,5
不涼不酸,5
不問皁白,5
不識一丁,5
拆東牆補西牆,5
諂笑脅肩,5
贓汙狼藉,5
贓賄狼藉,5
造作矯揉,5
澤吻磨牙,5
賊頭鬼腦,5
沾沾自好,3
招風惹雨,5
朝樑暮晉,5
執迷不醒,5
指山說磨,5
指東說西,5
孤苦仃俜,7
孤雌寡鶴,5
辜恩負義,9
固執成見,5
故家喬木,5
顧盼自豪,5
怪誕不經,9
官官相爲,7
冠屨倒施,5
龜冷支牀,5
佹形僪狀,5
鬼抓狼嚎,9
鬼計多端,7
鬼哭神驚,9
鬼頭滑腦,5
貴不期驕,3
劌心鉥腎,9
駭狀殊形,5
韓盧逐塊,5
河門海口,5
鶴困雞羣,5
鶴唳風聲,7
橫拖倒拽,5
橫眉努目,9
橫無忌憚,7
橫徵暴斂,7
呼天號地,9
狐虎之威,7
狐裘尨茸,5
狐鳴篝火,5
失約,7
實驗主義,5
事大主義,5
嗜血,9
胡枝扯葉,5
胡謅亂扯,5
怙頑不悛,7
壞法亂紀,7
慌手慌腳,5
黃雀伺蟬,5
潢池盜弄,5
灰容土貌,7
恢詭譎怪,5
諱惡不悛,7
昏天黑地,7
渾掄吞棗,5
混淆黑白,5
魂不赴體,5
魂飛膽顫,9
貨賂公行,7
禍起蕭牆,5
機心械腸,5
雞爭鵝鬥,5
極惡窮兇,9
嫉賢傲士,5
計窮途拙,7
加膝墜泉,5
家無擔石,5
假眉三道,5
骨董,5
呱噠,3
雞肋,5
束手束腳,5
沒落子,3
悶雷,5
瀆神,9
謠言,5
冷笑,5
冷板凳,5
破鞋,5
攘奪,7
惹是非,5
人販子,7
入壟,5
行屍走骨,9
軒鶴冠猴,7
儼乎其然,5
雁影分飛,7
楊花心性,5
搖頭擺腦,5
肆虐,7
封己守殘,5
俛首帖耳,3
負才使氣,7
婦人之仁,7
附贅縣疣,7
高自標譽,7
高談虛論,7
膏脣販舌,7
隔屋攛椽,5
梗頑不化,7
鉤爪鋸牙,9
狗走狐淫,9
狗逮老鼠,7
狗黨狐朋,7
沽名要譽,7
鐵血政策,3
土鱉,5
土專家,5
推委,5
荏弱,5
私貨,5
私刑,5
尋歡作樂,7
楊花水性,9
搖頭幌腦,7
老粗,5
老油子,7
唱高調,5
扯後腿,7
懲辦主義,7
吃不消,5
吃緊,5
叱罵,9
鄙夷不屑,5
不分皁白,5
不見天日,7
不知高下,5
不知顛倒,5
不陰不陽,5
不登大雅,5
不辨菽粟,5
才疏意廣,3
慘無天日,9
差之毫釐，失之千里,5
長材小試,5
長惡不悛,7
沒奈何,3
便便,3
變相,5
辯駁,5
表面化,3
冰炭,7
病蟲害,5
不符,5
不景氣,7
不詳,5
封豨脩蛇,7
鳳毛雞膽,7
敷衍搪塞,5
浮收勒折,7
負地矜才,7
負恩忘義,9
附炎趨熱,5
附聲吠影,7
高下在口,7
槁形灰心,5
隔靴爬癢,5
弓影杯蛇,5
狗口裏生不出象牙,9
狗苟蠅營,9
狗盜鼠竊,7
狗續金貂,7
沽譽釣名,7
笑面虎,5
蜃景,3
歧出,5
牽扯,5
自視,5
漫無目標,5
卸任,5
虛懸,5
加塞兒,7
油頭粉面,5
淫言媟語,5
引虎自衛,3
鷹瞵虎攫,5
營蠅斐錦,5
油光水滑,3
有眼無瞳,7
有聲無實,5
魚目混珎,7
漁人得利,5
愚眉肉眼,5
鳶肩羔膝,5
託福,5
脫班,5
枉費,5
違抗,5
隨人作計,5
隨俗浮沈,7
隨聲趨和,7
碎心裂膽,9
貪吃懶做,9
貪惏無饜,7
忐忑不定,7
體規畫圓,7
替古人耽憂,7
擿埴索途,7
天昏地黑,9
天崩地坍,7
天粟馬角,9
添油加醋,7
條條框框,7
同類相妒,7
頭出頭沒,7
頭焦額爛,7
垂危,7
存心積慮,7
大繆不然,5
單見淺聞,5
膽裂魂飛,9
誕謾不經,5
黨邪醜正,5
倒持太阿,5
道邊苦李,5
雕蟲小藝,5
釣名沽譽,5
調詞架訟,5
跌腳槌胸,5
丟魂失魄,7
東扯西拉,5
東窗消息,5
鏘金鳴玉,5
強食弱肉,5
牆高基下,7
敲骨剝髓,7
青蠅染白,5
輕薄無知,5
情悽意切,5
曲意承迎,5
鵲巢鳩據,6
惹草沾花,4
人情冷暖,5
如之奈何,5
如狼如虎,5
乳聲乳氣,5
枘鑿冰炭,5
三日新婦,5
三好二怯,5
三頭兩日,5
散灰扃戶,5
桑間之音,5
山虧一簣,5
傷心蒿目,5
身先朝露,5
身廢名裂,5
深文曲折,5
深惡痛嫉,5
神不收舍,5
神奸巨猾,5
神逝魄奪,5
神魂飄蕩,5
神經錯亂,5
神頭鬼臉,5
失之交臂,5
失張失智,5
刺目,3
醋勁兒,7
錯雜,5
打羣架,7
誤點,5
繫縛,3
狎妓,3
罅隙,1
現成話,5
撒旦,7
三光政策,7
散亡,3
喪事,7
查抄,5
各行其是,5
一盤散沙,5
矇在鼓裏,3
牗中窺日,5
人窮智短,5
挈瓶之知,5
淺見寡聞,5
不成才,5
東閃西躲,5
亦步亦趨,3
率爾操觚,3
東一榔頭，西一棒楊,5
自由放任,5
下車作威,5
直情徑行,5
右軍習氣,5
眼不見，心不煩,3
坐冷板凳,5
漠不相關,5
聽之任之,5
不以爲意,5
視如土芥,5
大眼看小眼,5
先意承旨,5
附驥攀鴻,5
拒人於千里之外,7
固執已見,5
凜如霜雪,5
流天澈地,1
流言飛文,7
柳折花殘,7
龍多乃旱,3
龍胡之痛,9
龍御上賓,7
龍潛鳳採,1
陋巷簞瓢,3
漏盡鐘鳴,5
魯魚亥豕,1
鹿走蘇臺,7
路柳牆花,5
露宿風餐,5
亂七八遭,7
論長道短,3
驢脣不對馬嘴,7
呂武操莽,7
馬捉老鼠,3
買王得羊,5
賣乖弄俏,5
賣俏迎奸,7
謾天昧地,5
滿坑滿谷,1
貓噬鸚鵡,7
沒精沒彩,7
迷離徜仿,5
靡靡之樂,3
花着,5
灰不溜丟,5
減師半德,5
見事生風,5
見財起意,5
踐規踏矩,5
江郎才掩,5
將無做有,5
降心順俗,5
交詈聚唾,5
驕侈淫虐,5
教猱升木,5
撟揉造作,5
揭篋探囊,5
詰屈聱牙,5
桀驁自恃,5
金盡裘敝,5
進退亡據,5
進退惟谷,5
進退無據,5
進退雙難,5
進道若退,5
荊天棘地,5
驚心吊膽,5
驚心奪目,5
驚神破膽,9
驚魂動魄,5
鯨吞虎噬,5
靜言令色,5
酒地花天,5
拘攣補衲,5
忘義,5
明修棧道，暗度陳倉,5
胸中鱗甲,9
巧言偏辭,5
尋花問柳,7
掛羊頭，賣狗肉,5
欺天誑地,9
韜晦之計,3
咬人狗兒不露齒,9
裝點門面,9
失德,9
輕世做物,9
蛇欲吞象,9
損人利已,9
爭多論少,3
爲德不卒,9
心爲形役,5
多言多語,5
掇臀捧屁,5
訛以滋訛,5
惡直醜正,5
二心兩意,5
方頭不劣,5
放飯流歠,9
分情破愛,5
焚林竭澤,5
豐牆峭阯,5
洪災,5
抵命,9
地方民族主義,7
主犯,7
撞見,7
俏皮話,5
屈撓,7
耍貧嘴,5
劣株,5
出毛病,5
村夫俗子,5
寸步難移,5
搓手頓足,5
打死老虎,7
打家截道,5
大廈將顛,7
擔雪塞井,5
膽大心粗,5
膽戰心搖,7
黨惡佑奸,5
倒打一瓦,5
道傍苦李,5
道殣相望,5
德音莫違,5
雕蟲篆刻,5
調三惑四,5
跌彈斑鳩,5
丟三忘四,5
東支西吾,5
桃色,5
惕勵,7
橘化爲枳,7
據高臨下,5
踞爐炭上,7
決一死戰,3
抉目胥門,7
溘先朝露,9
口不擇言,5
口墜天花,5
枯腦焦心,3
狂轟濫炸,9
困心衡慮,5
來日大難,7
爛額焦頭,7
狼奔鼠偷,5
狼號鬼哭,9
狼顧鳶視,5
勞心焦思,7
樂極則悲,5
樂盡悲來,5
楞頭呆腦,5
離合悲歡,7
李廣未封,7
詈夷爲跖,5
連昏達曙,5
連篇累冊,3
憐新厭舊,5
臉青鼻腫,7
戀酒貪花,5
兩道三科,7
斤斤自守,5
於心何忍,5
情怨理遣,5
不覺技癢,5
引繩批根,5
瘦瘠,5
耍笑,5
舞文巧詆,7
析交離親,5
嘻皮涎臉,7
鮮衣美食,5
閒言冷語,5
涎臉餳眼,5
埳井之蛙,3
鴞心鸝舌,5
心術不端,7
心勞意冗,7
心煩意冗,7
心頭鹿撞,7
心驚膽落,9
新愁舊恨,9
空喊,5
片接寸附,1
七撈八攘,3
騎鶴望揚州,5
綦谿利跂,5
杞人之憂,5
棄甲負弩,3
千刀萬剮,7
千里之隄，潰於蟻穴,7
部分質變,5
應名兒,5
隕穫,7
暈船,5
災星,9
糟踏,9
虎尾春冰,7
四郊多壘,7
羊入虎羣,7
腹心之疾,7
堤之千里，潰於蟻穴,7
似是而非,7
一葉蔽目，不見泰山,7
多藏厚亡,7
花殘月缺,7
折戟沉沙,7
非意相干,5
視同路人,7
吃裏爬外　,7
酒食徵逐　,5
五鬼鬧判　,5
朝中有人好做官　,7
天末涼風,7
月黑風高,7
千里迢迢,7
炮火連天,7
仙山瓊閣,7
泯滅,5
魔障,5
拿架子,5
岸然道貌,5
昂首天外,5
傲慢不遜,5
傲頭傲腦,5
拔了蘿蔔地皮寬,5
霸道橫行,5
敗材傷錦,5
拜賜之師,5
半身不遂,5
徬徨失措,5
飽暖思淫慾,5
暴內陵外,5
杯中蛇影,5
背公向私,5
備位充數,5
逼良爲娼,5
志驕氣盈,7
治絲而棼,5
智盡能索,5
重賞之下，必有死夫,5
侏儒觀戲,7
株連蔓引,7
逐末棄本,7
逐臭之夫,7
逐影隨波,7
妝模作樣,5
追歡買笑,7
捉生替死,7
捉雞罵狗,5
恣兇稔惡,7
足不逾戶,5
足高氣強,5
鑽冰取火,5
坐吃山崩,5
坐食山空,5
露馬腳,1
落漠,7
賣國賊,9
口燥脣乾,7
體無完膚,7
左思右想 ,7
感舊之哀,7
停雲落月,7
無能爲力,7
一步一鬼,7
先睹爲快,7
聊以自慰,7
寢不安席,7
出人意表,7
反躬自省,7
喑惡叱吒,9
血淚盈襟,9
悲不自勝,9
喪明之痛,9
報仇,9
暴病,7
暴亂,7
背不住,7
奔忙,5
逼勒,5
秕子,3
畢命,9
避難,7
鞭撻,7
跑跑跳跳,7
陵弱暴寡,7
另起爐竈,1
流落失所,7
流離顛頓,9
龍生九種,5
龍盤鳳逸,7
鏤冰炊礫,7
碌碌寡合,1
亂語胡言,7
論黃數黑,5
驢頭不對馬嘴,7
掠影浮光,5
馬牛襟裾,7
罵天扯地,5
買靜求安,3
賣官販爵,7
漫天叫價,5
盲人捫燭,5
毛遂墮井,7
貌合行離,1
沒計奈何,5
沒顛沒倒,5
門衰祚薄,7
捫參歷井,7
迷天大謊,9
靡有孑遺,1
骨肉未寒,5
骨騰肉飛,5
鼓眼努睛,5
鼓餒旗靡,5
故步自畫,5
顧左右而言他,5
顧景慚形,5
刮野掃地,5
乖脣蜜舌,5
觀眉說眼,5
官報私仇,9
灌夫罵坐,5
詭誕不經,7
貴人多忘,5
貴壯賤弱,5
劌鉥肝腎,9
駭人聞聽,9
酣歌恆舞,5
含牙戴角,5
含垢藏瑕,7
好行小慧,5
豪末不掇，將成斧柯,5
何所不至,7
黑風孽海,7
橫行直走,5
橫眉立眼,9
橫眉瞪眼,9
橫災飛禍,7
橫搶硬奪,7
鴻都買第,7
呼羣結黨,5
狐狸尾巴,7
狐鳴狗盜,7
食物中毒,5
市惠,5
勢治,5
收攬,5
贓盈惡貫,7
詀言詀語,3
張眉努目,5
招是搬非,5
執迷不反,5
僞政權,7
委罪,5
文字獄,5
無情,7
投隙抵巇,7
徒負虛名,5
土龍沐猴,7
摶空捕影,7
頹垣廢井,9
吞聲忍氣,7
託於空言,5
跅幪不羈,7
瓦解冰銷,9
外方內員,7
剜肉做瘡,7
玩故習常,7
頑皮賴肉,7
亡國滅種,9
枉曲直湊,9
枉費心計,7
忘恩失義,7
望塵僄聲,7
爲山止簣,9
爲惡不悛,9
爲虎作倀,7
違天悖人,9
唯利是求,7
帷燈篋劍,7
惟利是命,9
尾大不掉,7
未足輕重,5
問柳評花,7
烏踆兔走,7
無天於上，無地於下,7
無休無了,7
無足重輕,7
無所不作,7
無所錯手足,9
無背無側,5
無家可奔,7
無動於中,7
無情少面,7
痛擊,5
土蠶,9
推卸,5
面是心非,5
明火執杖,7
謬以千里,5
目不交睫,7
目空餘子,7
目無尊長,5
南郭先生,6
鳥驚魚潰,7
弄神弄鬼,5
攀鱗附翼,6
烹犬藏弓,7
十死不問,5
十室九匱,5
十轉九空,5
食古如鯁,5
豕竄狼逋,5
使性謗氣,5
市井無賴,5
勢窮力蹙,5
飾智矜愚,5
視如草芥,5
釋生取義,5
授人口實,5
鼠目麞頭,5
鼠偷狗盜,5
鼠齧蟲穿,5
束手自斃,5
束手就困,5
束馬懸車,5
樹高招風,5
水底撈月,5
說是弄非,5
思歸其雌,5
死聲咷氣,5
小動作,5
攜貳,5
失機,3
失迷,3
失效,5
恭惟,3
孤負,3
劫奪,7
鬧笑話,1
誘惑,3
逾分,3
抄家,7
超生,5
成見,7
懲處,7
吃不住,5
吃勁,5
斥逐,9
孤形吊影,5
孤魂野鬼,7
孤鸞照鏡,7
骨軟筋麻,7
鼓吻奮爪,7
瞽言妄舉,5
寡情薄意,5
怪雨盲風,5
冠履倒置,5
鬼吒狼嚎,7
鬼計百端,7
鬼哭神號,9
鬼魅伎倆,9
貴不召驕,5
劌心刳腹,7
過甚其辭,5
海闊天高,5
駭目驚心,9
含血潠人,9
含冤受屈,7
函矢相攻,5
好自爲之,5
豪奪巧取,7
訶佛詆巫,5
河水不犯井水,5
河清海竭,5
鶴膝蜂腰,5
橫拖倒扯,5
橫眉冷眼,9
橫遮豎擋,5
橫恩濫賞,5
橫徵暴賦,7
轟堂大笑,5
閎侈不經,5
鴻鵠將至,5
呼天喚地,9
狐奔鼠竄,5
狐媚魘道,7
狐鳴篝中,5
施威,5
式微,5
胡拉亂扯,5
胡謅八扯,5
怙終不悛,7
渾俗和光,5
混作一談,5
活剝生吞,5
極惡不赦,9
計功謀利,5
計較錙銖,7
戛釜撞甕,5
假門假事,5
尖言冷語,5
機心,5
別鶴孤鸞,5
風餐露宿,5
泰山梁木,7
忍辱偷生,3
反裘負當,5
甕牖繩樞,5
道大莫容,5
人爲刀組,5
上天無路,5
罷黜,5
擺脫,5
拜懺,3
毛病,4
悶倦,5
瀆犯,7
斷糧,7
重足而立,7
舊愁新恨,7
深仇重怨,7
洗雪逋負,7
怨氣沖天,7
口口聲聲,7
反脣相稽,6
嘵嘵不休,7
自我解嘲,6
咬文嚼字,6
避而不談,7
掉三寸舌,6
嗚鼓而攻攻之,6
閒磕牙,6
禍從口出,7
一犬吠形，百犬吠聲,7
軟磨,5
私話,5
思凡,5
死硬,5
送人情,5
行奸賣俏,9
尋弊索瑕,7
掩眼捕雀,7
陽解陰毒,7
老八輩子,1
老相,1
冷落,5
心有餘悸,6
免開尊口,8
舐皮論骨,7
鑽牛角尖,8
鋒芒逼人,7
說短論長,7
羣居終日，盲不及義,7
老生常談,7
言不盡意,6
砭庸針俗,5
別生枝節,5
不了不當,5
不知所錯,5
不知頭腦,5
不識擡舉,5
慘無人理,5
差之毫氂，失之千里,5
長安少年,5
長蛇封豕,5
敗仗,5
變卦,5
殯車,3
病根,5
病容,5
勃然,9
不測,7
不敷,5
不見得,5
不忍,5
不適,5
風花雪月,5
封胡羯末,5
浮光略影,5
浮頭滑腦,7
俯仰隨人,7
負才傲物,7
婦人醇酒,7
附贅懸肬,7
剛戾自用,9
格於成例,7
隔靴抓癢,5
鉤深圖遠,7
狗尾貂續,7
狗傍人勢,7
狗黨狐羣,7
沽名賣直,7
面面相看,4
面謾腹誹,5
乜斜纏帳,5
明推暗就,6
目眢心忳,8
拿班作勢,6
泥豬疥狗,5
鳥散魚潰,7
牛馬襟裾,6
旁門邪道,6
假面具,7
因公行私,5
陰凝冰堅,5
銀樣蠟槍頭,5
營私作弊,5
油嘴油舌,5
予取予奪,5
魚爛河決,7
逾閑蕩檢,7
榆枋之見,5
與世浮沉,5
語無詮次,5
玉毀櫝中,7
鬻聲釣世,5
淵魚叢爵,5
元惡大憝,9
如墮煙海,5
胸無大志,7
濫竿充數,5
天下本無事，庸人自擾之,5
草率收兵,5
舐糠及米,5
腦中無數,5
尊古卑今,5
豬八戒吃人參果，全不知滋味,5
秋風過耳,5
一問三不知,3
怡聲下氣,5
隨世沈浮,7
隨珠彈雀,7
遂迷不寤,7
損人害己,7
貪夫殉利,9
貪求無已,7
題名道姓,5
摘埴索塗,7
添鹽着醋,5
挑牙料脣,7
偷雞盜狗,7
頭痛醫頭，腳痛醫腳,5
投阱下石,7
輕世肆志,7
輕言寡信,5
囚首喪面,5
權重秩卑,5
鵲巢鳩主,7
染指垂涎,5
仁柔寡斷,5
喪師辱國,7
上竄下跳,5
社會賢達,7
深根蟠結,7
神譁鬼叫,5
失魂喪膽,9
存在主義,5
報復主義,7
背離,7
貶抑,7
假撇清,5
脫漏,5
據圖刎首,5
捐本逐末,3
卷席而居,7
抉瑕摘釁,7
麇駭雉伏,9
刻木爲吏,7
口耳相承,3
誇誇而談,5
狼前虎後,7
狼嗥鬼叫,7
狼顧鴟跱,9
勞形苦心,3
冷言熱語,5
連篇累幅,3
兩兩三三,1
兩頭三面,5
殺人越貸,7
簧鼓,5
譭譽,5
質非文是,7
智小言大,7
雉頭狐腋,5
重厚少文,5
重逆無道,7
肘腋之患,5
誅求無已,7
逐名趨勢,7
逐浪隨波,5
逐逐眈眈,7
助紂爲虐,7
柱小傾大,5
抓乖弄俏,7
拙嘴笨舌,5
捉風捕影,5
捉襟露肘,7
浞訾慄斯,7
恣無忌憚,7
鑽穴逾垣,5
作言造語,5
坐失事機,5
鑿空取辦,5
賣人情,2
東磕西撞,5
冬箑夏裘,5
鬥絕一隅,3
毒賦賸斂,5
妒賢疾能,5
斷章取意,5
多一事不如省一事,3
多嘴獻淺,5
阿時趨俗,3
凡才淺識,5
反裘傷皮,5
販交買名,5
放潑撒豪,5
分斤掰兩,5
焚林而田,5
糊弄局,5
調笑,5
豬瘟,7
逐臭,7
蛀心蟲,6
黨邪醜1,5
逃散,3
討便宜,5
天險,3
挑字眼兒,5
強權政治,7
侵略戰爭,7
青樓,7
霧鱗雲爪,5
析言破律,5
鮮廉寡恥,7
涎皮涎臉,7
衒玉賈石,3
梟心鶴貌,5
小題大做,7
協私罔上,9
心浮氣盛,7
釁稔惡盈,9
寇仇,9
拉近乎,5
酷刑,9
貧嘴滑舌,5
奇離古怪,1
騎鶴上揚,5
氣忍聲吞,5
棄車走林,3
棄舊迎新,7
千人一面,5
潛竊陽剽,9
攙兌,7
冤枉路,5
髒字,5
莫辨楮葉,7
宴安鴆素毒,9
多許少與,5
以蠡測海　,7
花街柳巷,7
龍潭虎穴,7
騃童鈍夫,5
礙足礙手,5
闇昧之事,5
傲睨一切,5
跋扈自恣,5
百般刁難,5
敗俗傷化,5
伴食中書,5
苞苴竿牘,5
抱火臥薪,5
抱蔓摘瓜,5
背恩忘義,5
五斗折腰,7
偷合苟容,5
三頭二面,7
作惡多端,9
擢髮難數,9
詐敗佯輸,9
背思忘義,9
呼麼喝六,9
橫加指責,9
狐假虎鹹,9
飢附飽揚,9
四體不勤，五穀不分,7
引頸受戮,5
知榮守辱,7
裘馬輕肥,9
見噎廢食,5
檻花籠鶴,5
江流日下,5
將蝦釣鱉,5
降志辱身,5
郊寒島瘦,5
驕泰淫泆,5
焦金流石,5
狡焉思啓,5
街號巷哭,9
詰詘聱牙,5
桀敖不馴,5
進退跋疐,5
進退觸籬,5
進祿加官,5
荊棘滿途,5
驚心破膽,5
驚心褫魄,5
驚魂喪魄,5
酒色之徒,5
救火投薪,5
不可究詰,7
墮雲霧中,7
一口吃個胖子,7
噬臍何及,7
盱衡厲色,9
2氣鬥狠,9
泣涕如雨,9
附驥,5
現話,5
殺生,3
篩糠,5
扇動,5
拋棄,7
袍哥,3
跑江湖,5
跑轍,5
陪襯,3
平毀,7
憑陵,7
贓污狼籍,5
贓穢狼藉,5
賊子亂臣,5
譖下謾上,5
沾沾自滿,3
整冠納履,3
指鹿作馬,5
文化大革命,5
烏龜,7
無度,7
徒子徒孫,5
兔死犬飢,7
兔頭麞腦,7
推三推四,7
推聾作啞,7
吞言咽理,7
吞聲飲氣,7
唾面自乾,7
瓦查尿溺,9
歪不橫楞,7
外強中瘠,7
玩歲愒月,7
亡猿禍木,7
枉口嚼舌,7
枉道事人,9
枉轡學步,7
望空捉影,7
望塵奔潰,7
威重令行,7
爲虺弗摧,7
爲淵驅魚,9
帷幕不修,9
偎紅倚翠,7
文身剪髮,7
聞風破膽,9
無方之民,7
無如之奈,7
無何有鄉,7
無所施其伎,7
無空不入,7
無風揚波,7
無惡不爲,9
施緋拖綠,5
十惡五逆,5
拾人唾餘,5
食不知味,5
使羊將狼,5
使嘴使舌,5
飾非遂過,5
